X	Y
1266	-15462050.000
1267	-15472218.000
1268	-15477783.000
1269	-15478763.000
1270	-15479635.000
1271	-15482125.000
1272	-15485433.000
1273	-15495697.000
1274	-15496461.000
1275	-15486763.000
1276	-15487192.000
1277	-15498912.000
1278	-15498892.000
1279	-15499776.000
1280	-15582336.000
1281	NaN
