X	Y
465	-5874359.500
466	-6092535.000
467	-6321783.000
468	-6533686.500
469	-6701302.000
470	-6810806.000
471	-6863542.000
472	-6855158.000
473	-6793334.500
474	-6691062.500
475	-6570998.500
476	-6409526.500
477	-6188407.000
478	-5933367.500
479	-5655159.500
480	-5307320.000
481	-4858360.500
482	-4313593.000
483	-3672890.250
484	-2983227.000
485	-2320764.000
486	-1806652.500
487	-1363517.125
488	-1019005.625
489	-760510.062
490	-567294.312
491	-436094.469
492	-413950.312
493	-534014.062
494	-908541.562
495	-1652476.750
496	-2473339.750
497	-3300282.750
498	-4082681.750
499	-4787513.000
500	-5408760.000
501	-5917175.500
502	-6291895.000
503	-6573814.500
504	-6780278.500
505	-6894195.000
506	-6946163.500
507	-6964470.000
508	-6971702.000
509	-6943798.000
510	-6846261.000
511	-6711670.500
512	-6584337.500
513	-6441872.500
514	-6269175.000
515	-6087927.500
516	-5937207.500
517	-5805943.500
518	-5652472.000
519	-5497592.500
520	-5413240.500
521	-5417400.000
522	-5498936.000
523	-5663544.000
524	-5896887.500
525	-6176119.000
526	-6491830.500
527	-6829942.500
528	-7157046.000
529	-7472757.500
530	-7772852.500
531	-8031924.500
532	-8261812.000
533	-8471027.000
534	-8673069.000
535	-8838822.000
536	-8954657.000
537	-9042712.000
538	-9124505.000
539	-9198926.000
540	-9251903.000
541	-9286463.000
542	-9330934.000
543	-9372331.000
544	-9381998.000
545	-9379569.000
546	-9387561.000
547	-9399195.000
548	-9413782.000
549	-9427667.000
550	-9430930.000
551	-9417345.000
552	-9422093.000
553	-9442057.000
554	-9433727.000
555	-9396240.000
556	-9362990.000
557	-9337713.000
558	-9314356.000
559	-9282103.000
560	-9256624.000
561	-9249397.000
562	-9234492.000
563	-9186313.000
564	-9117966.000
565	-9059281.000
566	-9008158.000
567	-8952737.000
568	-8899109.000
569	-8837033.000
570	-8758377.000
571	-8679534.000
572	-8606319.000
573	-8508592.000
574	-8378226.500
575	-8231537.000
576	-8100146.500
577	-7970740.000
578	-7839540.500
579	-7693685.000
580	-7531444.500
581	-7348532.500
582	-7149236.500
583	-6947445.500
584	-6726774.500
585	-6463543.000
586	-6176695.500
587	-5897591.500
588	-5681528.000
589	-5541048.000
590	-5414648.000
591	-5281912.000
592	-5179128.000
593	-5137464.500
594	-5183992.000
595	-5302328.000
596	-5482488.000
597	-5713463.500
598	-5947831.500
599	-6174327.000
600	-6416375.000
601	-6647286.500
602	-6848817.500
603	-7010866.000
604	-7121589.500
605	-7181877.500
606	-7189877.000
607	-7154166.000
608	-7069366.000
609	-6946166.000
610	-6809334.500
611	-6659766.500
612	-6452663.000
613	-6175735.000
614	-5853175.500
615	-5516920.000
616	-5111032.500
617	-4578681.000
618	-3942330.000
619	-3240635.000
620	-2557115.750
621	-1966460.500
622	-1482237.000
623	-1066621.500
624	-778813.875
625	-600702.125
626	-526398.188
627	-579006.125
628	-769982.000
629	-1195069.500
630	-1819708.750
631	-2546940.000
632	-3303099.000
633	-4048890.000
634	-4741945.000
635	-5381944.500
636	-5920887.500
637	-6365303.000
638	-6718646.500
639	-6975414.000
640	-7173430.000
641	-7296565.500
642	-7346229.500
643	-7352181.500
644	-7345333.500
645	-7331828.000
646	-7292275.500
647	-7213746.500
648	-7087730.500
649	-6925427.000
650	-6763058.000
651	-6592370.000
652	-6408242.500
653	-6235892.000
654	-6073589.000
655	-5919477.500
656	-5784311.000
657	-5687095.500
658	-5661432.000
659	-5717367.500
660	-5824247.500
661	-5965686.500
662	-6159925.000
663	-6420598.500
664	-6716790.000
665	-7026357.500
666	-7329845.500
667	-7620469.000
668	-7890932.000
669	-8142770.500
670	-8352239.500
671	-8540141.000
672	-8722604.000
673	-8889574.000
674	-9021848.000
675	-9125457.000
676	-9212541.000
677	-9278262.000
678	-9335327.000
679	-9405517.000
680	-9468676.000
681	-9508097.000
682	-9531574.000
683	-9531049.000
684	-9531174.000
685	-9545632.000
686	-9567368.000
687	-9600518.000
688	-9625029.000
689	-9633101.000
690	-9618146.000
691	-9601293.000
692	-9592825.000
693	-9580681.000
694	-9566550.000
695	-9564708.000
696	-9567657.000
697	-9575197.000
698	-9569631.000
699	-9555694.000
700	-9537392.000
701	-9509313.000
702	-9477966.000
703	-9449490.000
704	-9428126.000
705	-9413793.000
706	-9372278.000
707	-9322435.000
708	-9290239.000
709	-9244492.000
710	-9172565.000
711	-9107863.000
712	-9051357.000
713	-8977830.000
714	-8916004.000
715	-8869226.000
716	-8793262.000
717	-8689262.000
718	-8573678.000
719	-8442675.000
720	-8324916.500
721	-8206772.500
722	-8061812.500
723	-7919861.000
724	-7763316.500
725	-7565684.500
726	-7341621.500
727	-7083766.000
728	-6816118.500
729	-6569327.000
730	-6338159.500
731	-6102647.500
732	-5902071.500
733	-5770104.000
734	-5692408.000
735	-5645816.000
736	-5650488.000
737	-5716663.500
738	-5821559.500
739	-5954039.500
740	-6116151.500
741	-6325175.000
742	-6560503.000
743	-6789430.500
744	-7002614.000
745	-7208182.000
746	-7400821.500
747	-7549877.500
748	-7645685.000
749	-7695157.000
750	-7717301.000
751	-7712949.000
752	-7694517.000
753	-7661813.000
754	-7600181.000
755	-7498037.000
756	-7343989.000
757	-7137013.500
758	-6896950.000
759	-6623478.500
760	-6281975.000
761	-5848695.500
762	-5351224.000
763	-4801337.000
764	-4206777.500
765	-3566138.250
766	-2921147.000
767	-2349179.750
768	-1915324.375
769	-1587132.875
770	-1352253.125
771	-1250365.250
772	-1316861.250
773	-1543869.125
774	-1908796.750
775	-2391804.000
776	-2965627.250
777	-3612602.250
778	-4255161.500
779	-4857785.000
780	-5411384.000
781	-5943479.500
782	-6446326.500
783	-6868150.000
784	-7202998.000
785	-7473973.500
786	-7679797.000
787	-7829171.500
788	-7938867.000
789	-8016367.500
790	-8047980.000
791	-8034415.500
792	-7995951.500
793	-7951537.000
794	-7902388.000
795	-7826932.000
796	-7702068.000
797	-7564149.000
798	-7421813.000
799	-7261365.500
800	-7072886.000
801	-6844342.500
802	-6609910.500
803	-6416503.000
804	-6279671.000
805	-6177527.000
806	-6118967.000
807	-6122935.000
808	-6196471.000
809	-6337014.500
810	-6524598.500
811	-6743030.500
812	-6983798.000
813	-7248309.500
814	-7517493.500
815	-7803060.500
816	-8108403.500
817	-8384306.500
818	-8599086.000
819	-8787110.000
820	-8974685.000
821	-9163721.000
822	-9338286.000
823	-9486092.000
824	-9598684.000
825	-9687287.000
826	-9755080.000
827	-9802586.000
828	-9848258.000
829	-9891259.000
830	-9924197.000
831	-9951782.000
832	-9972390.000
833	-9990980.000
834	-10018335.000
835	-10046721.000
836	-10066222.000
837	-10077220.000
838	-10078954.000
839	-10071897.000
840	-10057059.000
841	-10047700.000
842	-10055052.000
843	-10057421.000
844	-10054084.000
845	-10035580.000
846	-10014597.000
847	-10004654.000
848	-10006665.000
849	-10003182.000
850	-9973700.000
851	-9950556.000
852	-9949669.000
853	-9959018.000
854	-9952275.000
855	-9935521.000
856	-9917750.000
857	-9905013.000
858	-9869836.000
859	-9817641.000
860	-9768117.000
861	-9718723.000
862	-9669920.000
863	-9640617.000
864	-9618801.000
865	-9580502.000
866	-9524155.000
867	-9463561.000
868	-9402583.000
869	-9336101.000
870	-9251768.000
871	-9154122.000
872	-9061338.000
873	-8981021.000
874	-8892842.000
875	-8788011.000
876	-8666862.000
877	-8518703.000
878	-8342451.500
879	-8154866.000
880	-7962739.000
881	-7735476.500
882	-7483957.000
883	-7228021.500
884	-7002102.000
885	-6794806.500
886	-6596470.500
887	-6413047.000
888	-6261494.500
889	-6141815.000
890	-6058871.500
891	-6022007.500
892	-6045559.500
893	-6140663.000
894	-6285047.000
895	-6452023.000
896	-6635382.500
897	-6840118.500
898	-7065334.000
899	-7298485.500
900	-7502581.500
901	-7675637.500
902	-7829301.000
903	-7960628.500
904	-8057268.500
905	-8135155.500
906	-8194547.500
907	-8222643.000
908	-8243378.500
909	-8245364.000
910	-8194419.500
911	-8126004.000
912	-8064243.000
913	-7979188.500
914	-7843637.000
915	-7677748.500
916	-7473653.000
917	-7211253.500
918	-6858678.000
919	-6421623.000
920	-5936503.500
921	-5413624.000
922	-4874105.000
923	-4301433.500
924	-3710010.000
925	-3138299.000
926	-2669499.500
927	-2291516.000
928	-2037180.375
929	-1932988.375
930	-1980668.375
931	-2147388.250
932	-2422460.000
933	-2794491.500
934	-3212219.000
935	-3666170.250
936	-4172217.500
937	-4722233.000
938	-5275640.000
939	-5790775.500
940	-6270326.500
941	-6722038.000
942	-7134197.500
943	-7480885.500
944	-7754932.500
945	-7974195.500
946	-8161330.500
947	-8308657.000
948	-8414128.000
949	-8488429.000
950	-8538991.000
951	-8561198.000
952	-8568942.000
953	-8556269.000
954	-8508590.000
955	-8430322.000
956	-8346484.000
957	-8264947.000
958	-8148148.000
959	-7979060.500
960	-7779699.500
961	-7577396.500
962	-7376117.500
963	-7189750.000
964	-7030901.500
965	-6870006.000
966	-6701238.500
967	-6577398.500
968	-6515446.500
969	-6489846.500
970	-6500406.500
971	-6572470.000
972	-6703862.000
973	-6875830.000
974	-7086837.500
975	-7334965.500
976	-7581813.000
977	-7826287.000
978	-8081325.000
979	-8341039.500
980	-8596331.000
981	-8842718.000
982	-9057293.000
983	-9238695.000
984	-9397891.000
985	-9541716.000
986	-9668323.000
987	-9768884.000
988	-9847800.000
989	-9940995.000
990	-10047340.000
991	-10137785.000
992	-10186838.000
993	-10211596.000
994	-10244031.000
995	-10284132.000
996	-10319803.000
997	-10345843.000
998	-10362543.000
999	-10371608.000
1000	-10376777.000
1001	-10387057.000
1002	-10418334.000
1003	-10444362.000
1004	-10450308.000
1005	-10445962.000
1006	-10452883.000
1007	-10470645.000
1008	-10474411.000
1009	-10455313.000
1010	-10446045.000
1011	-10457505.000
1012	-10475343.000
1013	-10479112.000
1014	-10463767.000
1015	-10453674.000
1016	-10456345.000
1017	-10460365.000
1018	-10455549.000
1019	-10441222.000
1020	-10417524.000
1021	-10397614.000
1022	-10386998.000
1023	-10388099.000
1024	-10382228.000
1025	-10362014.000
1026	-10329835.000
1027	-10305616.000
1028	-10292442.000
1029	-10276276.000
1030	-10252646.000
1031	-10235919.000
1032	-10215190.000
1033	-10181409.000
1034	-10140493.000
1035	-10092796.000
1036	-10042445.000
1037	-10003479.000
1038	-9971183.000
1039	-9919014.000
1040	-9857627.000
1041	-9799726.000
1042	-9729674.000
1043	-9641984.000
1044	-9550564.000
1045	-9454985.000
1046	-9355350.000
1047	-9249259.000
1048	-9145349.000
1049	-9016909.000
1050	-8849945.000
1051	-8646821.000
1052	-8438442.000
1053	-8247278.500
1054	-8050928.500
1055	-7841204.000
1056	-7631668.500
1057	-7415540.500
1058	-7228661.000
1059	-7095413.500
1060	-7005684.500
1061	-6947765.000
1062	-6917046.000
1063	-6919222.000
1064	-6960629.500
1065	-7038772.500
1066	-7136629.500
1067	-7246005.000
1068	-7367861.000
1069	-7542005.000
1070	-7742580.500
1071	-7928052.500
1072	-8096819.500
1073	-8272241.500
1074	-8447087.000
1075	-8598119.000
1076	-8726945.000
1077	-8862229.000
1078	-8968460.000
1079	-9032782.000
1080	-9077318.000
1081	-9103477.000
1082	-9109683.000
1083	-9104836.000
1084	-9084356.000
1085	-9039935.000
1086	-8981838.000
1087	-8934548.000
1088	-8877530.000
1089	-8757733.000
1090	-8578150.000
1091	-8377581.000
1092	-8159856.000
1093	-7894450.000
1094	-7555634.000
1095	-7155188.500
1096	-6717238.000
1097	-6275894.500
1098	-5848887.000
1099	-5436599.500
1100	-5032952.000
1101	-4641528.500
1102	-4285689.500
1103	-4004281.750
1104	-3825082.000
1105	-3743162.000
1106	-3754426.000
1107	-3853818.000
1108	-4015417.750
1109	-4235193.500
1110	-4523705.000
1111	-4881656.500
1112	-5271736.000
1113	-5672503.500
1114	-6084919.000
1115	-6500275.000
1116	-6907506.000
1117	-7299189.000
1118	-7656243.500
1119	-7973489.500
1120	-8259375.000
1121	-8520557.000
1122	-8726506.000
1123	-8869216.000
1124	-8994315.000
1125	-9121973.000
1126	-9240790.000
1127	-9339701.000
1128	-9404836.000
1129	-9440044.000
1130	-9458666.000
1131	-9469275.000
1132	-9486286.000
1133	-9494226.000
1134	-9457760.000
1135	-9383551.000
1136	-9311453.000
1137	-9246890.000
1138	-9157743.000
1139	-9026438.000
1140	-8872278.000
1141	-8708642.000
1142	-8548840.000
1143	-8386153.000
1144	-8208494.500
1145	-8033073.000
1146	-7875571.500
1147	-7748980.500
1148	-7673077.000
1149	-7632628.500
1150	-7612980.000
1151	-7639156.500
1152	-7711285.000
1153	-7799349.000
1154	-7902131.500
1155	-8014771.000
1156	-8151859.000
1157	-8305837.000
1158	-8487459.000
1159	-8691410.000
1160	-8883712.000
1161	-9078107.000
1162	-9261980.000
1163	-9440277.000
1164	-9616088.000
1165	-9778627.000
1166	-9928441.000
1167	-10071650.000
1168	-10186706.000
1169	-10278471.000
1170	-10365055.000
1171	-10436855.000
1172	-10502093.000
1173	-10572165.000
1174	-10637500.000
1175	-10683224.000
1176	-10724597.000
1177	-10759870.000
1178	-10795860.000
1179	-10825241.000
1180	-10844258.000
1181	-10860247.000
1182	-10880318.000
1183	-10913309.000
1184	-10951333.000
1185	-10965216.000
1186	-10967734.000
1187	-10984148.000
1188	-10998354.000
1189	-11006341.000
1190	-11013360.000
1191	-11020715.000
1192	-11028136.000
1193	-11048212.000
1194	-11054557.000
1195	-11034755.000
1196	-11020119.000
1197	-11031357.000
1198	-11051109.000
1199	-11069189.000
1200	-11073070.000
1201	-11075317.000
1202	-11073652.000
1203	-11069751.000
1204	-11070335.000
1205	-11067322.000
1206	-11056902.000
1207	-11045839.000
1208	-11035547.000
1209	-11031070.000
1210	-11025817.000
1211	-11025965.000
1212	-11036136.000
1213	-11033005.000
1214	-11010319.000
1215	-10994389.000
1216	-11001109.000
1217	-11015169.000
1218	-11005558.000
1219	-10980687.000
1220	-10966498.000
1221	-10960113.000
1222	-10931890.000
1223	-10905306.000
1224	-10898460.000
1225	-10884335.000
1226	-10856499.000
1227	-10838851.000
1228	-10824571.000
1229	-10785122.000
1230	-10737871.000
1231	-10716444.000
1232	-10709560.000
1233	-10702276.000
1234	-10683277.000
1235	-10648488.000
1236	-10604284.000
1237	-10550039.000
1238	-10491410.000
1239	-10420559.000
1240	-10324862.000
1241	-10217825.000
1242	-10125431.000
1243	-10045683.000
1244	-9928638.000
1245	-9777965.000
1246	-9629620.000
1247	-9476520.000
1248	-9318227.000
1249	-9159498.000
1250	-8997738.000
1251	-8851261.000
1252	-8729993.000
1253	-8618761.000
1254	-8516045.000
1255	-8443157.000
1256	-8409240.000
1257	-8413467.000
1258	-8447632.000
1259	-8493193.000
1260	-8542928.000
1261	-8593615.000
1262	-8665851.000
1263	-8771634.000
1264	-8899933.000
1265	-9046153.000
1266	-9190810.000
1267	-9332013.000
1268	-9459526.000
1269	-9573145.000
1270	-9688870.000
1271	-9798831.000
1272	-9900967.000
1273	-9994850.000
1274	-10067193.000
1275	-10121316.000
1276	-10153866.000
1277	-10172856.000
1278	-10178929.000
1279	-10183821.000
1280	-10033876.000
1281	-10143289.000
1282	-11105991.000
1283	NaN
